Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
4.67735141287193e+03	(4.33952289617562e+01dB,-8.80490228322691e+01°)
4.78630092322633e+03	(4.32027022050972e+01dB,-8.80395248868928e+01°)
4.89778819368441e+03	(4.30103458139662e+01dB,-8.80310509511269e+01°)
5.01187233627267e+03	(4.28181567741227e+01dB,-8.80236700814478e+01°)
5.12861383991359e+03	(4.26261315005447e+01dB,-8.80174517617241e+01°)
5.24807460249767e+03	(4.24342658207926e+01dB,-8.80124656549358e+01°)
5.37031796370247e+03	(4.22425549593902e+01dB,-8.80087813565534e+01°)
5.49540873857618e+03	(4.20509935247643e+01dB,-8.80064681320328e+01°)
5.62341325190343e+03	(4.18595754996983e+01dB,-8.80055946358089e+01°)
5.75439937337150e+03	(4.16682942358465e+01dB,-8.80062286068673e+01°)
5.88843655355582e+03	(4.14771424493179e+01dB,-8.80084365820222e+01°)
6.02559586074351e+03	(4.12861122229238e+01dB,-8.80122835674844e+01°)
6.16595001861475e+03	(4.10951950092704e+01dB,-8.80178327368865e+01°)
6.30957344480186e+03	(4.09043816416131e+01dB,-8.80251450877651e+01°)
6.45654229034648e+03	(4.07136623456072e+01dB,-8.80342791305265e+01°)
6.60693448007588e+03	(4.05230267567549e+01dB,-8.80452905654215e+01°)
6.76082975391974e+03	(4.03324639435143e+01dB,-8.80582319505591e+01°)
6.91830970918928e+03	(4.01419624328076e+01dB,-8.80731523991150e+01°)
7.07945784384129e+03	(3.99515102429637e+01dB,-8.80900972575824e+01°)
7.24435960074981e+03	(3.97610949152463e+01dB,-8.81091078480996e+01°)
7.41310241300908e+03	(3.95707035590329e+01dB,-8.81302211458583e+01°)
7.58577575029174e+03	(3.93803228906011e+01dB,-8.81534695652148e+01°)
7.76247116628682e+03	(3.91899392851088e+01dB,-8.81788806891142e+01°)
7.94328234724272e+03	(3.89995388246915e+01dB,-8.82064770837196e+01°)
8.12830516164089e+03	(3.88091073548289e+01dB,-8.82362761004173e+01°)
8.31763771102661e+03	(3.86186305428309e+01dB,-8.82682897135367e+01°)
8.51138038202366e+03	(3.84280939352194e+01dB,-8.83025244168056e+01°)
8.70963589956070e+03	(3.82374830226862e+01dB,-8.83389811108014e+01°)
8.91250938133734e+03	(3.80467833026639e+01dB,-8.83776550553672e+01°)
9.12010839355898e+03	(3.78559803441226e+01dB,-8.84185358477455e+01°)
9.33254300796979e+03	(3.76650598532215e+01dB,-8.84616074367750e+01°)
9.54992586021424e+03	(3.74740077383680e+01dB,-8.85068481759015e+01°)
9.77237220955798e+03	(3.72828101762172e+01dB,-8.85542309053001e+01°)
9.99999999999987e+03	(3.70914536747906e+01dB,-8.86037230812343e+01°)
1.02329299228074e+04	(3.68999251351995e+01dB,-8.86552869404305e+01°)
1.04712854805089e+04	(3.67082119140461e+01dB,-8.87088796816657e+01°)
1.07151930523759e+04	(3.65163018792972e+01dB,-8.87644537040289e+01°)
1.09647819614317e+04	(3.63241834663793e+01dB,-8.88219568605290e+01°)
1.12201845430195e+04	(3.61318457284753e+01dB,-8.88813327490201e+01°)
1.14815362149687e+04	(3.59392783855757e+01dB,-8.89425210223398e+01°)
1.17489755493951e+04	(3.57464718671741e+01dB,-8.90054577301630e+01°)
1.20226443461740e+04	(3.55534173521028e+01dB,-8.90700756769954e+01°)
1.23026877081237e+04	(3.53601068016476e+01dB,-8.91363048085504e+01°)
1.25892541179415e+04	(3.51665329906332e+01dB,-8.92040726002015e+01°)
1.28824955169312e+04	(3.49726895325174e+01dB,-8.92733044629997e+01°)
1.31825673855639e+04	(3.47785708967892e+01dB,-8.93439241710672e+01°)
1.34896288259164e+04	(3.45841724260222e+01dB,-8.94158542759767e+01°)
1.38038426460287e+04	(3.43894903431409e+01dB,-8.94890165411746e+01°)
1.41253754462274e+04	(3.41945217545200e+01dB,-8.95633323752841e+01°)
1.44543977074591e+04	(3.39992646524865e+01dB,-8.96387232443933e+01°)
1.47910838816819e+04	(3.38037179040786e+01dB,-8.97151111132831e+01°)
1.51356124843619e+04	(3.36078812463932e+01dB,-8.97924188327397e+01°)
1.54881661891246e+04	(3.34117552635818e+01dB,-8.98705705738697e+01°)
1.58489319246109e+04	(3.32153413729213e+01dB,-8.99494921904427e+01°)
1.62181009735891e+04	(3.30186417948231e+01dB,-9.00291116179771e+01°)
1.65958690743754e+04	(3.28216595298392e+01dB,-9.01093592074156e+01°)
1.69824365246172e+04	(3.26243983227383e+01dB,-9.01901680796002e+01°)
1.73780082874935e+04	(3.24268626267652e+01dB,-9.02714744423068e+01°)
1.77827941003890e+04	(3.22290575665109e+01dB,-9.03532178779189e+01°)
1.81970085860996e+04	(3.20309888961729e+01dB,-9.04353416154457e+01°)
1.86208713666284e+04	(3.18326629536743e+01dB,-9.05177927845500e+01°)
1.90546071796322e+04	(3.16340866183323e+01dB,-9.06005226209133e+01°)
1.94984459975802e+04	(3.14352672585520e+01dB,-9.06834866746056e+01°)
1.99526231496885e+04	(3.12362126867981e+01dB,-9.07666449655975e+01°)
2.04173794466950e+04	(3.10369311068172e+01dB,-9.08499621279062e+01°)
2.08929613085401e+04	(3.08374310658904e+01dB,-9.09334075154047e+01°)
2.13796208950220e+04	(3.06377213994002e+01dB,-9.10169552975875e+01°)
2.18776162394952e+04	(3.04378111869577e+01dB,-9.11005844986779e+01°)
2.23872113856831e+04	(3.02377096945590e+01dB,-9.11842790480926e+01°)
2.29086765276774e+04	(3.00374263327800e+01dB,-9.12680277695055e+01°)
2.34422881531989e+04	(2.98369706019936e+01dB,-9.13518243749145e+01°)
2.39883291901946e+04	(2.96363520495074e+01dB,-9.14356674144567e+01°)
2.45470891568500e+04	(2.94355802237769e+01dB,-9.15195602176786e+01°)
2.51188643150954e+04	(2.92346646306471e+01dB,-9.16035108052427e+01°)
2.57039578276883e+04	(2.90336146910858e+01dB,-9.16875317926653e+01°)
2.63026799189534e+04	(2.88324397069844e+01dB,-9.17716402589816e+01°)
2.69153480392688e+04	(2.86311488167472e+01dB,-9.18558576308784e+01°)
2.75422870333813e+04	(2.84297509722347e+01dB,-9.19402095084857e+01°)
2.81838293126441e+04	(2.82282549001325e+01dB,-9.20247255260513e+01°)
2.88403150312656e+04	(2.80266690759146e+01dB,-9.21094391764405e+01°)
2.95120922666634e+04	(2.78250017007353e+01dB,-9.21943876283877e+01°)
3.01995172040197e+04	(2.76232606761245e+01dB,-9.22796115520009e+01°)
3.09029543251354e+04	(2.74214535892836e+01dB,-9.23651549214271e+01°)
3.16227766016833e+04	(2.72195876894740e+01dB,-9.24510648380332e+01°)
3.23593656929623e+04	(2.70176698820325e+01dB,-9.25373913285355e+01°)
3.31131121482586e+04	(2.68157067127729e+01dB,-9.26241871621482e+01°)
3.38844156139197e+04	(2.66137043588727e+01dB,-9.27115076652562e+01°)
3.46736850452526e+04	(2.64116686265010e+01dB,-9.27994105355629e+01°)
3.54813389233570e+04	(2.62096049439964e+01dB,-9.28879556680667e+01°)
3.63078054770096e+04	(2.60075183592917e+01dB,-9.29772049838234e+01°)
3.71535229097167e+04	(2.58054135464883e+01dB,-9.30672222604836e+01°)
3.80189396320555e+04	(2.56032947981978e+01dB,-9.31580729857660e+01°)
3.89045144994275e+04	(2.54011660403291e+01dB,-9.32498242029869e+01°)
3.98107170553491e+04	(2.51990308282880e+01dB,-9.33425443762825e+01°)
4.07380277804107e+04	(2.49968923602948e+01dB,-9.34363032607639e+01°)
4.16869383470329e+04	(2.47947534789821e+01dB,-9.35311717901852e+01°)
4.26579518801586e+04	(2.45926166881054e+01dB,-9.36272219581020e+01°)
4.36515832240159e+04	(2.43904841522738e+01dB,-9.37245267322602e+01°)
4.46683592150956e+04	(2.41883577161038e+01dB,-9.38231599570184e+01°)
4.57088189614868e+04	(2.39862389108030e+01dB,-9.39231962876153e+01°)
4.67735141287191e+04	(2.37841289642052e+01dB,-9.40247111104587e+01°)
4.78630092322631e+04	(2.35820288139284e+01dB,-9.41277804947337e+01°)
4.89778819368439e+04	(2.33799391199308e+01dB,-9.42324811409104e+01°)
5.01187233627264e+04	(2.31778602730692e+01dB,-9.43388903441985e+01°)
5.12861383991357e+04	(2.29757924063337e+01dB,-9.44470859635605e+01°)
5.24807460249764e+04	(2.27737354087678e+01dB,-9.45571463994827e+01°)
5.37031796370244e+04	(2.25716889362751e+01dB,-9.46691505815052e+01°)
5.49540873857616e+04	(2.23696524162712e+01dB,-9.47831779617656e+01°)
5.62341325190340e+04	(2.21676250653073e+01dB,-9.48993085139993e+01°)
5.75439937337148e+04	(2.19656058932175e+01dB,-9.50176227435850e+01°)
5.88843655355580e+04	(2.17635937146158e+01dB,-9.51382016987240e+01°)
6.02559586074348e+04	(2.15615871570119e+01dB,-9.52611269895803e+01°)
6.16595001861472e+04	(2.13595846677101e+01dB,-9.53864808134486e+01°)
6.30957344480183e+04	(2.11575845224940e+01dB,-9.55143459774197e+01°)
6.45654229034645e+04	(2.09555848298537e+01dB,-9.56448059413289e+01°)
6.60693448007586e+04	(2.07535835382844e+01dB,-9.57779448440332e+01°)
6.76082975391971e+04	(2.05515784445061e+01dB,-9.59138475476826e+01°)
6.91830970918925e+04	(2.03495671916666e+01dB,-9.60525996817089e+01°)
7.07945784384127e+04	(2.01475472782668e+01dB,-9.61942876833297e+01°)
7.24435960074979e+04	(1.99455160602113e+01dB,-9.63389988503892e+01°)
7.41310241300906e+04	(1.97434707526750e+01dB,-9.64868213882008e+01°)
7.58577575029172e+04	(1.95414084313584e+01dB,-9.66378444605244e+01°)
7.76247116628679e+04	(1.93393260347479e+01dB,-9.67921582459314e+01°)
7.94328234724269e+04	(1.91372203662373e+01dB,-9.69498539876684e+01°)
8.12830516164086e+04	(1.89350880921900e+01dB,-9.71110240499677e+01°)
8.31763771102658e+04	(1.87329257390623e+01dB,-9.72757619760341e+01°)
8.51138038202363e+04	(1.85307296984536e+01dB,-9.74441625409757e+01°)
8.70963589956067e+04	(1.83284962175777e+01dB,-9.76163218114314e+01°)
8.91250938133731e+04	(1.81262214038063e+01dB,-9.77923372033457e+01°)
9.12010839355895e+04	(1.79239012160580e+01dB,-9.79723075322300e+01°)
9.33254300796976e+04	(1.77215314644144e+01dB,-9.81563330763020e+01°)
9.54992586021420e+04	(1.75191078042967e+01dB,-9.83445156343132e+01°)
9.77237220955795e+04	(1.73166257335961e+01dB,-9.85369585836109e+01°)
9.99999999999984e+04	(1.71140805829591e+01dB,-9.87337669187875e+01°)
1.02329299228074e+05	(1.69114675172689e+01dB,-9.89350473374302e+01°)
1.04712854805088e+05	(1.67087815202351e+01dB,-9.91409082668869e+01°)
1.07151930523759e+05	(1.65060173952686e+01dB,-9.93514599356324e+01°)
1.09647819614317e+05	(1.63031697534231e+01dB,-9.95668144222907e+01°)
1.12201845430195e+05	(1.61002330061762e+01dB,-9.97870856967381e+01°)
1.14815362149686e+05	(1.58972013570403e+01dB,-1.00012389693070e+02°)
1.17489755493951e+05	(1.56940687948271e+01dB,-1.00242844344660e+02°)
1.20226443461739e+05	(1.54908290789198e+01dB,-1.00478569639769e+02°)
1.23026877081236e+05	(1.52874757321819e+01dB,-1.00719687660811e+02°)
1.25892541179415e+05	(1.50840020319181e+01dB,-1.00966322644946e+02°)
1.28824955169311e+05	(1.48804009949290e+01dB,-1.01218601013252e+02°)
1.31825673855639e+05	(1.46766653670766e+01dB,-1.01476651432096e+02°)
1.34896288259163e+05	(1.44727876113558e+01dB,-1.01740604832950e+02°)
1.38038426460286e+05	(1.42687598947755e+01dB,-1.02010594475728e+02°)
1.41253754462273e+05	(1.40645740759985e+01dB,-1.02286755972700e+02°)
1.44543977074590e+05	(1.38602216864176e+01dB,-1.02569227320124e+02°)
1.47910838816818e+05	(1.36556939229095e+01dB,-1.02858148947334e+02°)
1.51356124843618e+05	(1.34509816247876e+01dB,-1.03153663732385e+02°)
1.54881661891246e+05	(1.32460752643862e+01dB,-1.03455917042948e+02°)
1.58489319246109e+05	(1.30409649270193e+01dB,-1.03765056755589e+02°)
1.62181009735890e+05	(1.28356402954846e+01dB,-1.04081233279077e+02°)
1.65958690743753e+05	(1.26300906294610e+01dB,-1.04404599572010e+02°)
1.69824365246172e+05	(1.24243047513401e+01dB,-1.04735311164973e+02°)
1.73780082874935e+05	(1.22182710246685e+01dB,-1.05073526168514e+02°)
1.77827941003889e+05	(1.20119773348469e+01dB,-1.05419405281685e+02°)
1.81970085860995e+05	(1.18054110688876e+01dB,-1.05773111804673e+02°)
1.86208713666284e+05	(1.15985590944554e+01dB,-1.06134811624612e+02°)
1.90546071796322e+05	(1.13914077389705e+01dB,-1.06504673219515e+02°)
1.94984459975801e+05	(1.11839427673968e+01dB,-1.06882867652778e+02°)
1.99526231496885e+05	(1.09761493571173e+01dB,-1.07269568550573e+02°)
2.04173794466949e+05	(1.07680120785815e+01dB,-1.07664952085365e+02°)
2.08929613085400e+05	(1.05595148657021e+01dB,-1.08069196937928e+02°)
2.13796208950220e+05	(1.03506409971602e+01dB,-1.08482484286629e+02°)
2.18776162394952e+05	(1.01413730652108e+01dB,-1.08904997744834e+02°)
2.23872113856830e+05	(9.93169295478310e+00dB,-1.09336923327121e+02°)
2.29086765276773e+05	(9.72158181206563e+00dB,-1.09778449386631e+02°)
2.34422881531988e+05	(9.51102002179493e+00dB,-1.10229766551120e+02°)
2.39883291901945e+05	(9.29998717536763e+00dB,-1.10691067661632e+02°)
2.45470891568499e+05	(9.08846204548048e+00dB,-1.11162547671132e+02°)
2.51188643150954e+05	(8.87642255707395e+00dB,-1.11644403578477e+02°)
2.57039578276882e+05	(8.66384575627799e+00dB,-1.12136834302192e+02°)
2.63026799189534e+05	(8.45070778307918e+00dB,-1.12640040589766e+02°)
2.69153480392687e+05	(8.23698384051126e+00dB,-1.13154224874121e+02°)
2.75422870333812e+05	(8.02264816349422e+00dB,-1.13679591163158e+02°)
2.81838293126440e+05	(7.80767399045828e+00dB,-1.14216344860016e+02°)
2.88403150312656e+05	(7.59203353148118e+00dB,-1.14764692640361e+02°)
2.95120922666633e+05	(7.37569793716191e+00dB,-1.15324842253725e+02°)
3.01995172040196e+05	(7.15863727131817e+00dB,-1.15897002337401e+02°)
3.09029543251354e+05	(6.94082047517732e+00dB,-1.16481382221561e+02°)
3.16227766016832e+05	(6.72221534220887e+00dB,-1.17078191715217e+02°)
3.23593656929623e+05	(6.50278848651725e+00dB,-1.17687640863687e+02°)
3.31131121482585e+05	(6.28250531279009e+00dB,-1.18309939707644e+02°)
3.38844156139197e+05	(6.06132998915555e+00dB,-1.18945298017328e+02°)
3.46736850452526e+05	(5.83922541815763e+00dB,-1.19593925003689e+02°)
3.54813389233569e+05	(5.61615321127805e+00dB,-1.20256029035607e+02°)
3.63078054770095e+05	(5.39207366108993e+00dB,-1.20931817306729e+02°)
3.71535229097166e+05	(5.16694571935895e+00dB,-1.21621495512565e+02°)
3.80189396320555e+05	(4.94072697199489e+00dB,-1.22325267486944e+02°)
3.89045144994274e+05	(4.71337361888087e+00dB,-1.23043334849124e+02°)
3.98107170553490e+05	(4.48484045536666e+00dB,-1.23775896598641e+02°)
4.07380277804106e+05	(4.25508085266565e+00dB,-1.24523148723219e+02°)
4.16869383470328e+05	(4.02404674614419e+00dB,-1.25285283774254e+02°)
4.26579518801585e+05	(3.79168862020392e+00dB,-1.26062490401196e+02°)
4.36515832240158e+05	(3.55795550140338e+00dB,-1.26854952934244e+02°)
4.46683592150955e+05	(3.32279495056150e+00dB,-1.27662850869489e+02°)
4.57088189614867e+05	(3.08615306127994e+00dB,-1.28486358412348e+02°)
4.67735141287190e+05	(2.84797446008272e+00dB,-1.29325643943536e+02°)
4.78630092322630e+05	(2.60820231008210e+00dB,-1.30180869512231e+02°)
4.89778819368438e+05	(2.36677832171715e+00dB,-1.31052190308504e+02°)
5.01187233627263e+05	(2.12364276561846e+00dB,-1.31939754112126e+02°)
5.12861383991356e+05	(1.87873448855868e+00dB,-1.32843700729838e+02°)
5.24807460249763e+05	(1.63199093921968e+00dB,-1.33764161454303e+02°)
5.37031796370243e+05	(1.38334819268547e+00dB,-1.34701258473911e+02°)
5.49540873857615e+05	(1.13274098749242e+00dB,-1.35655104309437e+02°)
5.62341325190339e+05	(8.80102760404122e-01dB,-1.36625801233314e+02°)
5.75439937337147e+05	(6.25365693358437e-01dB,-1.37613440706486e+02°)
5.88843655355579e+05	(3.68460763690846e-01dB,-1.38618102794004e+02°)
6.02559586074347e+05	(1.09317798742945e-01dB,-1.39639855592914e+02°)
6.16595001861471e+05	(-1.52134460477721e-01dB,-1.40678754693771e+02°)
6.30957344480182e+05	(-4.15968291530844e-01dB,-1.41734842619170e+02°)
6.45654229034644e+05	(-6.82256915972512e-01dB,-1.42808148292328e+02°)
6.60693448007584e+05	(-9.51074418307908e-01dB,-1.43898686530419e+02°)
6.76082975391970e+05	(-1.22249566041614e+00dB,-1.45006457547861e+02°)
6.91830970918924e+05	(-1.49659618805191e+00dB,-1.46131446484724e+02°)
7.07945784384125e+05	(-1.77345213241006e+00dB,-1.47273622979612e+02°)
7.24435960074977e+05	(-2.05314010791302e+00dB,-1.48432940742265e+02°)
7.41310241300904e+05	(-2.33573710094280e+00dB,-1.49609337202591e+02°)
7.58577575029170e+05	(-2.62132035681125e+00dB,-1.50802733154413e+02°)
7.76247116628678e+05	(-2.90996726095712e+00dB,-1.52013032471537e+02°)
7.94328234724267e+05	(-3.20175521560217e+00dB,-1.53240121862861e+02°)
8.12830516164085e+05	(-3.49676151364836e+00dB,-1.54483870657611e+02°)
8.31763771102656e+05	(-3.79506320727311e+00dB,-1.55744130649914e+02°)
8.51138038202361e+05	(-4.09673697663461e+00dB,-1.57020736014384e+02°)
8.70963589956065e+05	(-4.40185899394265e+00dB,-1.58313503233151e+02°)
8.91250938133729e+05	(-4.71050478688448e+00dB,-1.59622231120096e+02°)
9.12010839355893e+05	(-5.02274910148605e+00dB,-1.60946700872651e+02°)
9.33254300796974e+05	(-5.33866576424366e+00dB,-1.62286676194762e+02°)
9.54992586021419e+05	(-5.65832754405110e+00dB,-1.63641903480214e+02°)
9.77237220955793e+05	(-5.98180601652233e+00dB,-1.65012112035616e+02°)
9.99999999999982e+05	(-6.30917142887177e+00dB,-1.66397014386172e+02°)
1.02329299228074e+06	(-6.64049256787581e+00dB,-1.67796306621844e+02°)
1.04712854805088e+06	(-6.97583663054154e+00dB,-1.69209668801744e+02°)
1.07151930523759e+06	(-7.31526909841116e+00dB,-1.70636765419232e+02°)
1.09647819614316e+06	(-7.65885361713097e+00dB,-1.72077245915239e+02°)
1.12201845430194e+06	(-8.00665187954663e+00dB,-1.73530745242504e+02°)
1.14815362149686e+06	(-8.35872351551890e+00dB,-1.74996884478288e+02°)
1.17489755493951e+06	(-8.71512598711189e+00dB,-1.76475271486031e+02°)
1.20226443461739e+06	(-9.07591449121686e+00dB,-1.77965501615181e+02°)
1.23026877081236e+06	(-9.44114186780087e+00dB,-1.79467158441401e+02°)
1.25892541179414e+06	(-9.81085851709655e+00dB,1.79020185457502e+02°)
1.28824955169311e+06	(-1.01851123236042e+01dB,1.77496967693525e+02°)
1.31825673855638e+06	(-1.05639485888896e+01dB,1.75963635228112e+02°)
1.34896288259163e+06	(-1.09474099720538e+01dB,1.74420643519254e+02°)
1.38038426460286e+06	(-1.13355364396265e+01dB,1.72868455631481e+02°)
1.41253754462273e+06	(-1.17283652239040e+01dB,1.71307541345203e+02°)
1.44543977074590e+06	(-1.21259307899603e+01dB,1.69738376248220e+02°)
1.47910838816818e+06	(-1.25282648124749e+01dB,1.68161440810587e+02°)
1.51356124843618e+06	(-1.29353961608091e+01dB,1.66577219474832e+02°)
1.54881661891245e+06	(-1.33473508939846e+01dB,1.64986199729194e+02°)
1.58489319246108e+06	(-1.37641522637893e+01dB,1.63388871195042e+02°)
1.62181009735890e+06	(-1.41858207281365e+01dB,1.61785724717048e+02°)
1.65958690743753e+06	(-1.46123739719194e+01dB,1.60177251474543e+02°)
1.69824365246171e+06	(-1.50438269377043e+01dB,1.58563942103248e+02°)
1.73780082874934e+06	(-1.54801918643009e+01dB,1.56946285838228e+02°)
1.77827941003889e+06	(-1.59214783337524e+01dB,1.55324769685568e+02°)
1.81970085860995e+06	(-1.63676933263332e+01dB,1.53699877622306e+02°)
1.86208713666283e+06	(-1.68188412834172e+01dB,1.52072089823099e+02°)
1.90546071796321e+06	(-1.72749241770934e+01dB,1.50441881933593e+02°)
1.94984459975801e+06	(-1.77359415872510e+01dB,1.48809724371825e+02°)
1.99526231496884e+06	(-1.82018907845104e+01dB,1.47176081686379e+02°)
2.04173794466949e+06	(-1.86727668195944e+01dB,1.45541411944484e+02°)
2.08929613085400e+06	(-1.91485626174417e+01dB,1.43906166187658e+02°)
2.13796208950219e+06	(-1.96292690766333e+01dB,1.42270787921078e+02°)
2.18776162394951e+06	(-2.01148751723781e+01dB,1.40635712674715e+02°)
2.23872113856830e+06	(-2.06053680633241e+01dB,1.39001367606146e+02°)
2.29086765276773e+06	(-2.11007332008989e+01dB,1.37368171169951e+02°)
2.34422881531988e+06	(-2.16009544404548e+01dB,1.35736532846261e+02°)
2.39883291901944e+06	(-2.21060141538735e+01dB,1.34106852925234e+02°)
2.45470891568498e+06	(-2.26158933421717e+01dB,1.32479522356946e+02°)
2.51188643150953e+06	(-2.31305717480063e+01dB,1.30854922658381e+02°)
2.57039578276881e+06	(-2.36500279666257e+01dB,1.29233425882822e+02°)
2.63026799189533e+06	(-2.41742395549762e+01dB,1.27615394645527e+02°)
2.69153480392686e+06	(-2.47031831375688e+01dB,1.26001182210240e+02°)
2.75422870333811e+06	(-2.52368345090512e+01dB,1.24391132626546e+02°)
2.81838293126440e+06	(-2.57751687320431e+01dB,1.22785580921038e+02°)
2.88403150312655e+06	(-2.63181602297867e+01dB,1.21184853339753e+02°)
2.95120922666633e+06	(-2.68657828731406e+01dB,1.19589267629768e+02°)
3.01995172040196e+06	(-2.74180100608424e+01dB,1.17999133368552e+02°)
3.09029543251353e+06	(-2.79748147930470e+01dB,1.16414752321901e+02°)
3.16227766016832e+06	(-2.85361697370459e+01dB,1.14836418838982e+02°)
3.23593656929622e+06	(-2.91020472853342e+01dB,1.13264420268203e+02°)
3.31131121482585e+06	(-2.96724196051818e+01dB,1.11699037396097e+02°)
3.38844156139196e+06	(-3.02472586801869e+01dB,1.10140544895835e+02°)
3.46736850452525e+06	(-3.08265363427744e+01dB,1.08589211788074e+02°)
3.54813389233568e+06	(-3.14102242985663e+01dB,1.07045301897594e+02°)
3.63078054770094e+06	(-3.19982941420151e+01dB,1.05509074308855e+02°)
3.71535229097165e+06	(-3.25907173637901e+01dB,1.03980783809266e+02°)
3.80189396320554e+06	(-3.31874653501762e+01dB,1.02460681313902e+02°)
3.89045144994273e+06	(-3.37885093749311e+01dB,1.00949014268714e+02°)
3.98107170553489e+06	(-3.43938205836860e+01dB,9.94460270261588e+01°)
4.07380277804105e+06	(-3.50033699721886e+01dB,9.79519611843869e+01°)
4.16869383470327e+06	(-3.56171283582773e+01dB,9.64670558913438e+01°)
4.26579518801584e+06	(-3.62350663489139e+01dB,9.49915481043063e+01°)
4.36515832240157e+06	(-3.68571543027338e+01dB,9.35256728043910e+01°)
4.46683592150954e+06	(-3.74833622888229e+01dB,9.20696631644156e+01°)
4.57088189614866e+06	(-3.81136600432738e+01dB,9.06237506614175e+01°)
4.67735141287189e+06	(-3.87480169235679e+01dB,8.91881651410274e+01°)
4.78630092322629e+06	(-3.93864018625314e+01dB,8.77631348249586e+01°)
4.89778819368436e+06	(-4.00287833220326e+01dB,8.63488862683121e+01°)
5.01187233627262e+06	(-4.06751292483860e+01dB,8.49456442596602e+01°)
5.12861383991355e+06	(-4.13254070289551e+01dB,8.35536316750489e+01°)
5.24807460249762e+06	(-4.19795834524513e+01dB,8.21730692773748e+01°)
5.37031796370242e+06	(-4.26376246724336e+01dB,8.08041754726652e+01°)
5.49540873857613e+06	(-4.32994961755078e+01dB,7.94471660218040e+01°)
5.62341325190338e+06	(-4.39651627548446e+01dB,7.81022537124535e+01°)
5.75439937337145e+06	(-4.46345884892859e+01dB,7.67696479981783e+01°)
5.88843655355577e+06	(-4.53077367292282e+01dB,7.54495546052597e+01°)
6.02559586074345e+06	(-4.59845700888338e+01dB,7.41421751188394e+01°)
6.16595001861470e+06	(-4.66650504457493e+01dB,7.28477065486428e+01°)
6.30957344480180e+06	(-4.73491389481942e+01dB,7.15663408823877e+01°)
6.45654229034642e+06	(-4.80367960293338e+01dB,7.02982646350240e+01°)
6.60693448007582e+06	(-4.87279814290830e+01dB,6.90436583987950e+01°)
6.76082975391968e+06	(-4.94226542234841e+01dB,6.78026963990225e+01°)
6.91830970918922e+06	(-5.01207728608852e+01dB,6.65755460654747e+01°)
7.07945784384123e+06	(-5.08222952048804e+01dB,6.53623676235515e+01°)
7.24435960074975e+06	(-5.15271785833520e+01dB,6.41633137126760e+01°)
7.41310241300902e+06	(-5.22353798431123e+01dB,6.29785290371981e+01°)
7.58577575029168e+06	(-5.29468554092973e+01dB,6.18081500567465e+01°)
7.76247116628676e+06	(-5.36615613486730e+01dB,6.06523047211098e+01°)
7.94328234724265e+06	(-5.43794534358342e+01dB,5.95111122557213e+01°)
8.12830516164082e+06	(-5.51004872214611e+01dB,5.83846830014176e+01°)
8.31763771102654e+06	(-5.58246181009537e+01dB,5.72731183157431e+01°)
8.51138038202359e+06	(-5.65518013827494e+01dB,5.61765105370459e+01°)
8.70963589956062e+06	(-5.72819923541031e+01dB,5.50949430196813e+01°)
8.91250938133727e+06	(-5.80151463437095e+01dB,5.40284902394410e+01°)
9.12010839355890e+06	(-5.87512187786012e+01dB,5.29772179771329e+01°)
9.33254300796971e+06	(-5.94901652341758e+01dB,5.19411835804043e+01°)
9.54992586021416e+06	(-6.02319414748008e+01dB,5.09204363096149e+01°)
9.77237220955790e+06	(-6.09765034834175e+01dB,4.99150177679736e+01°)
1.00000000000000e+07	(-6.17238074773943e+01dB,4.89249624206044e+01°)
