time	V(vo)
4.660935533921609e-04	2.711215e+00
4.661008838181911e-04	2.710595e+00
4.661100090175033e-04	2.709437e+00
4.661188783561684e-04	2.708026e+00
4.661240419511509e-04	2.707119e+00
4.661283882988692e-04	2.706338e+00
4.661325035554142e-04	2.705599e+00
4.661369854051173e-04	2.704794e+00
4.661459491045236e-04	2.703185e+00
4.661540250931733e-04	2.701735e+00
4.661609567395046e-04	2.700489e+00
4.661663421324761e-04	2.699520e+00
4.661721740394241e-04	2.698471e+00
4.661806692578308e-04	2.696944e+00
4.661883399066729e-04	2.695565e+00
4.661959892414769e-04	2.694190e+00
4.662057916217295e-04	2.692430e+00
4.662209246327278e-04	2.689715e+00
4.662352555294215e-04	2.687146e+00
4.662597970970628e-04	2.682753e+00
4.662838060326797e-04	2.678462e+00
4.663134934443196e-04	2.673165e+00
4.663449949659137e-04	2.667559e+00
4.664079980091020e-04	2.656378e+00
4.664552478251125e-04	2.648021e+00
4.665097371277321e-04	2.638418e+00
4.665709094218994e-04	2.627680e+00
4.666345164828362e-04	2.616554e+00
4.666753073055339e-04	2.609442e+00
4.666999785141202e-04	2.605152e+00
4.667216457462827e-04	2.601390e+00
4.667349939523072e-04	2.599075e+00
4.667424998184745e-04	2.597775e+00
4.667498355163101e-04	2.596505e+00
4.667578092310742e-04	2.595125e+00
4.667737566606024e-04	2.592368e+00
4.667816934195771e-04	2.590999e+00
4.667819245959841e-04	2.590960e+00
4.667823869487981e-04	2.590883e+00
4.667828021766131e-04	2.590815e+00
4.667830811227873e-04	2.590770e+00
4.667834239559478e-04	2.590715e+00
4.667838141194485e-04	2.590653e+00
4.667845410624585e-04	2.590539e+00
4.667851983215339e-04	2.590438e+00
4.667863277532444e-04	2.590270e+00
4.667877493333953e-04	2.590066e+00
4.667896202665063e-04	2.589814e+00
4.667926030611646e-04	2.589447e+00
4.667960609281538e-04	2.589085e+00
4.668022226065362e-04	2.588601e+00
4.668103531653090e-04	2.588237e+00
4.668190538976459e-04	2.588273e+00
4.668364553623197e-04	2.589373e+00
4.668578582067468e-04	2.591899e+00
4.668728511117641e-04	2.594335e+00
4.668843561712517e-04	2.596515e+00
4.668954405730390e-04	2.598746e+00
4.669094578106973e-04	2.601645e+00
4.669239893145232e-04	2.604694e+00
4.669390525174110e-04	2.607881e+00
4.669596258836023e-04	2.612244e+00
4.669829657329638e-04	2.617191e+00
4.670221879915654e-04	2.625484e+00
4.670598927373854e-04	2.633417e+00
4.671287969041798e-04	2.647810e+00
4.672057715091681e-04	2.663729e+00
4.673057715091681e-04	2.684175e+00
4.673547609381328e-04	2.694035e+00
4.673915392956041e-04	2.701217e+00
4.674179566317720e-04	2.706103e+00
4.674301755619454e-04	2.708147e+00
4.674371622367888e-04	2.709133e+00
4.674438660327567e-04	2.709871e+00
4.674508835492752e-04	2.710387e+00
4.674597679886450e-04	2.710610e+00
4.674723693766781e-04	2.710184e+00
4.674846256783818e-04	2.709137e+00
4.674861449634320e-04	2.708943e+00
4.674891835335323e-04	2.708471e+00
4.674926488701160e-04	2.707894e+00
4.674970088202605e-04	2.707128e+00
4.674995613846365e-04	2.706671e+00
4.675028077341324e-04	2.706088e+00
4.675057877638807e-04	2.705552e+00
4.675094749916364e-04	2.704890e+00
4.675148310244366e-04	2.703929e+00
4.675220895262467e-04	2.702626e+00
4.675311282950665e-04	2.701004e+00
4.675381645245377e-04	2.699739e+00
4.675452376783342e-04	2.698468e+00
4.675516581250691e-04	2.697313e+00
4.675589705591459e-04	2.695998e+00
4.675658463591356e-04	2.694763e+00
4.675729912607026e-04	2.693480e+00
4.675818358370721e-04	2.691892e+00
4.675968638712291e-04	2.689196e+00
4.676127707390169e-04	2.686345e+00
4.676377276124812e-04	2.681879e+00
4.676627923845726e-04	2.677401e+00
4.676950143121876e-04	2.671655e+00
4.677260435688513e-04	2.666135e+00
4.677801911378648e-04	2.656530e+00
4.678379260900490e-04	2.646322e+00
4.678921951465206e-04	2.636763e+00
4.679553079133521e-04	2.625689e+00
4.680055940612411e-04	2.616896e+00
4.680442960916404e-04	2.610148e+00
4.680676092374795e-04	2.606092e+00
4.680910110104440e-04	2.602029e+00
4.681045753475523e-04	2.599676e+00
4.681124740854888e-04	2.598307e+00
4.681201938945531e-04	2.596970e+00
4.681287367422496e-04	2.595492e+00
4.681425022110042e-04	2.593111e+00
4.681427775628640e-04	2.593063e+00
4.681433282665836e-04	2.592968e+00
4.681444296740227e-04	2.592777e+00
4.681466324889010e-04	2.592397e+00
4.681498455992891e-04	2.591846e+00
4.681517374400601e-04	2.591527e+00
4.681518607448876e-04	2.591506e+00
4.681521073545425e-04	2.591467e+00
4.681526005738524e-04	2.591388e+00
4.681530956887479e-04	2.591310e+00
4.681535503158347e-04	2.591240e+00
4.681544595700083e-04	2.591103e+00
4.681562780783554e-04	2.590840e+00
4.681587412592333e-04	2.590514e+00
4.681636676209893e-04	2.589953e+00
